"","Offense_Type","District","Year","Month","Day_Week","Street","Lat","Long"
"25193","residential burglary","e13","2016","7","saturday","s huntington ave","42.33041036","-71.11148382"
"25194","aggravated assault","b3","2016","7","saturday","hansborough st","42.28810362","-71.09153335"
"25195","aggravated assault","a1","2016","7","friday","boylston st","42.35241815","-71.06525499"
"25196","aggravated assault","c11","2016","7","friday","marlowe st","42.29864253","-71.06426875"
"25197","aggravated assault","b2","2016","7","friday","devon st","42.30812619","-71.07692974"
"25198","residential burglary","b2","2016","7","friday","devon st","42.30812619","-71.07692974"
"25199","robbery","c11","2016","7","friday","dorchester ave","42.27673598","-71.06683537"
"25200","aggravated assault","a1","2016","7","friday","boylston st","42.3523414","-71.06296987"
"25201","aggravated assault","d14","2016","7","friday","soldiers field rd","42.35934409","-71.1538978"
"25202","robbery","c11","2016","8","monday","strathcona rd","42.30521091","-71.0793013"
"25203","aggravated assault","c11","2016","8","monday","strathcona rd","42.30521091","-71.0793013"
"25204","robbery","d4","2016","7","friday","commonwealth ave","42.34877575","-71.09606805"
"25205","aggravated assault","c6","2016","7","friday","columbia rd","42.33049422","-71.04342091"
"25206","aggravated assault","d4","2016","7","friday","washington st","42.3354351","-71.07840204"
"25207","aggravated assault","d4","2016","7","friday","albany st","42.33428841","-71.07239518"
"25208","residential burglary","d4","2016","7","friday","w newton st","42.34225888","-71.07749696"
"25209","residential burglary","c6","2016","7","friday","ticknor st","42.33008163","-71.03598276"
"25210","residential burglary","a15","2016","7","friday","walford way","42.37807304","-71.05457377"
"25211","residential burglary","a15","2016","7","friday","walford way","42.37807304","-71.05457377"
"25212","robbery","b2","2016","7","friday","taber st","42.33010198","-71.0831964"
"25213","robbery","b3","2016","7","friday","lorne st","42.29352763","-71.09037783"
"25214","robbery","b2","2016","7","friday","annunciation rd","42.33506218","-71.09316781"
"25215","aggravated assault","d14","2016","7","friday","hopedale st","42.35970705","-71.12673506"
"25216","aggravated assault","e13","2016","7","thursday","bickford st","42.32483301","-71.10164757"
"25217","residential burglary","b3","2016","7","thursday","milton ave","42.28576135","-71.07801426"
"25218","residential burglary","d14","2016","7","thursday","hooker st","42.35867769","-71.1275995"
"25219","residential burglary","d14","2016","7","thursday","park vale ave","42.35182446","-71.13313369"
"25220","aggravated assault","e5","2016","7","thursday","belgrade ave","42.28627123","-71.13644214"
"25221","residential burglary","e13","2016","7","thursday","amory st","42.31915678","-71.10067583"
"25222","aggravated assault","e18","2016","7","thursday","rosa st","42.26217287","-71.11245418"
"25223","aggravated assault","c11","2016","7","thursday","dorchester ave","42.30254239","-71.0595669"
"25224","aggravated assault","b2","2016","7","thursday","columbia rd","42.315969","-71.066253"
"25225","aggravated assault","e18","2016","7","thursday","american legion hwy","42.28446743","-71.11183089"
"25226","residential burglary","d4","2016","7","thursday","saint botolph st","42.34561901","-71.07990847"
"25227","aggravated assault","c11","2016","7","thursday","hancock st","42.31319382","-71.06500833"
"25228","aggravated assault","b3","2016","7","thursday","woolson st","42.2818866","-71.0908705"
"25229","homicide","c11","2016","7","thursday","hancock st","42.31319382","-71.06500833"
"25230","robbery","d4","2016","7","thursday","e brookline st","42.33831666","-71.07094411"
"25231","aggravated assault","c6","2016","7","thursday","flaherty way","42.33794745","-71.05310513"
"25232","robbery","c6","2016","7","thursday","e ninth st","42.33146325","-71.0501256"
"25233","aggravated assault","b3","2016","7","wednesday","glenway st","42.30131086","-71.08443841"
"25234","residential burglary","d14","2016","7","wednesday","malbert rd","42.34966931","-71.15878178"
"25235","robbery","a7","2016","3","tuesday","brooks st","42.37805904","-71.03452735"
"25236","robbery","e13","2016","7","wednesday","centre st","42.32290252","-71.10220402"
"25237","residential burglary","c11","2016","7","wednesday","wellesley park","42.29603616","-71.06602323"
"25238","aggravated assault","a1","2016","7","wednesday","central wharf","42.35895455","-71.05035005"
"25239","robbery","b3","2016","7","wednesday","blue hill ave","42.28529234","-71.09121672"
"25240","aggravated assault","a15","2016","7","wednesday","o'reilly way","42.37754672","-71.05697327"
"25241","residential burglary","b2","2016","7","saturday","perrin st","42.3218854","-71.07906279"
"25242","aggravated assault","d4","2016","7","wednesday","huntington ave","42.33860282","-71.09355306"
"25243","robbery","a1","2016","7","wednesday","stuart st","42.35106637","-71.06549569"
"25244","aggravated assault","a7","2016","7","wednesday","meridian st","42.37594469","-71.03911786"
"25245","residential burglary","d4","2016","7","wednesday","greenwich st","42.33551719","-71.08347976"
"25246","aggravated assault","d14","2016","7","monday","harvard ave","42.35486542","-71.13259322"
"25247","robbery","b2","2016","7","wednesday","cottage st","42.33357038","-71.05371065"
"25248","robbery","d4","2016","7","wednesday","washington st","42.33621941","-71.07733761"
"25249","residential burglary","d14","2016","7","wednesday","champney st","42.3524123","-71.16878833"
"25250","aggravated assault","d4","2016","7","tuesday","shawmut ave","42.33602271","-71.0799671"
"25251","residential burglary","e13","2016","7","tuesday","washington st","42.31408519","-71.09998685"
"25252","aggravated assault","b2","2016","7","tuesday","alleghany st","42.33056977","-71.09959089"
"25253","residential burglary","c11","2016","7","tuesday","adams st","42.29903803","-71.05780292"
"25254","aggravated assault","b3","2016","7","tuesday","morton st","42.28187061","-71.08751152"
"25255","residential burglary","e5","2016","7","tuesday","washington st","42.27709124","-71.1384121"
"25256","aggravated assault","d4","2016","7","tuesday","lenox st","42.33616864","-71.08042312"
"25257","residential burglary","d14","2016","7","tuesday","egremont rd","42.34115127","-71.14343417"
"25258","residential burglary","d4","2016","7","monday","shawmut ave","42.33701214","-71.07853797"
"25259","residential burglary","e13","2016","7","friday","day st","42.32401179","-71.10892106"
"25260","aggravated assault","b2","2016","6","monday","fayston st","42.31224327","-71.07549901"
"25261","residential burglary","e18","2016","7","tuesday","oakwood st","42.26880785","-71.11042949"
"25262","robbery","b2","2016","7","monday","blue hill ave","42.3205361","-71.07775357"
"25263","residential burglary","e13","2016","7","tuesday","mozart st","42.3214866","-71.10473096"
"25264","residential burglary","d14","2016","7","monday","sparhawk st","42.3505382","-71.14846033"
"25265","aggravated assault","c11","2016","7","tuesday","quincy st","42.31075815","-71.0687185"
"25266","robbery","c6","2016","7","tuesday","e broadway","42.33561661","-71.03641895"
"25267","residential burglary","c11","2016","7","tuesday","clarkson st","42.30829668","-71.06747771"
"25268","residential burglary","b3","2016","7","tuesday","seaver st","42.30302875","-71.0807146"
"25269","aggravated assault","c11","2016","7","tuesday","william t morrissey blvd","42.29258323","-71.04776198"
"25270","residential burglary","d14","2016","7","monday","linden st","42.35179211","-71.13023989"
"25271","aggravated assault","e13","2016","7","monday","heath st","42.32624204","-71.10317575"
"25272","aggravated assault","b2","2016","7","tuesday","bower st","42.31996758","-71.08715022"
"25273","aggravated assault","b2","2016","7","monday","cabot st","42.333382","-71.08745421"
"25274","residential burglary","e13","2016","7","monday","rossmore rd","42.30347577","-71.10531548"
"25275","aggravated assault","b2","2016","7","monday","warren st","42.31817794","-71.08203524"
"25276","aggravated assault","c6","2016","7","monday","dr. michael gavin way","42.32614559","-71.05349144"
"25277","residential burglary","e13","2016","7","sunday","arcadia st","42.31617241","-71.1004835"
"25278","residential burglary","b3","2016","7","monday","walk hill st","42.27791465","-71.09452937"
"25279","aggravated assault","a7","2016","7","monday","putnam st","42.37794016","-71.03174993"
"25280","robbery","d4","2016","7","monday","shawmut ave","42.34622511","-71.06611417"
"25281","aggravated assault","a1","2016","7","monday","faneuil hall marketplace","42.35997967","-71.05474135"
"25282","aggravated assault","c11","2016","7","monday","bowdoin ave","42.30090969","-71.07425843"
"25283","aggravated assault","a7","2016","7","monday","meridian st","42.38289141","-71.03930932"
"25284","residential burglary","b2","2016","7","sunday","beech glen st","42.3246387","-71.09531354"
"25285","aggravated assault","d4","2016","7","monday","harrison ave","42.33919306","-71.0698424"
"25286","aggravated assault","c11","2016","7","sunday","","42.30344978","-71.0715395"
"25287","residential burglary","c11","2016","7","friday","nixon st","42.29381251","-71.0650485"
"25288","aggravated assault","e13","2016","7","sunday","centre st","42.32291406","-71.10328402"
"25289","aggravated assault","b3","2016","7","sunday","hazleton st","42.27997063","-71.09553354"
"25290","robbery","a15","2016","7","sunday","main st","42.37746305","-71.06697969"
"25291","residential burglary","b3","2016","7","sunday","talbot ave","42.29268711","-71.08038427"
"25292","robbery","a7","2016","7","sunday","central sq","42.37505251","-71.03883891"
"25293","residential burglary","c11","2016","7","sunday","adams st","42.30569111","-71.06164783"
"25294","residential burglary","e13","2016","7","friday","boylston st","42.31858074","-71.1098989"
"25295","aggravated assault","e5","2016","7","sunday","grandview st","42.27575873","-71.13429953"
"25296","robbery","c11","2016","7","sunday","southern ave","42.29095776","-71.07168549"
"25297","aggravated assault","b2","2016","7","sunday","brookline ave","42.33962338","-71.10649737"
"25298","aggravated assault","b2","2016","7","saturday","e cottage st","42.32150685","-71.07076276"
"25299","residential burglary","b3","2016","7","saturday","wales st","42.2947672","-71.08380506"
"25300","aggravated assault","c11","2016","7","saturday","columbia rd","42.31363409","-71.06778025"
"25301","aggravated assault","c6","2016","7","saturday","dr. michael gavin way","42.32614559","-71.05349144"
"25302","aggravated assault","d4","2016","7","saturday","rutland st","42.33841268","-71.07427827"
"25303","aggravated assault","b2","2016","7","saturday","tremont st","42.33380683","-71.10377843"
"25304","aggravated assault","a1","2016","7","saturday","washington st","42.35648631","-71.05928145"
"25305","residential burglary","d14","2016","7","saturday","cummings rd","42.34041044","-71.14372963"
"25306","robbery","e18","2016","5","wednesday","charles st","42.25060071","-71.1325418"
"25307","aggravated assault","b2","2016","7","saturday","blue hill ave","42.3078214","-71.08354076"
"25308","aggravated assault","a1","2016","7","saturday","tremont st","42.34942864","-71.06536641"
"25309","residential burglary","d14","2016","7","saturday","allston st","42.34546292","-71.13947483"
"25310","robbery","c6","2016","7","friday","dexter st","42.33034412","-71.05695721"
"25311","aggravated assault","a7","2016","7","friday","coleridge st","42.38068627","-71.01513242"
"25312","aggravated assault","d4","2016","6","saturday","w brookline st","42.34000273","-71.07295998"
"25313","residential burglary","c11","2016","7","friday","cushing ave","42.31441605","-71.06448504"
"25314","aggravated assault","a15","2016","7","friday","bunker hill st","42.37736388","-71.05791376"
"25315","aggravated assault","b2","2016","7","friday","blue hill ave","42.32324394","-71.07642483"
"25316","aggravated assault","d4","2016","7","friday","boylston st","42.3503787","-71.07626098"
"25317","robbery","c11","2016","7","friday","stanley st","42.30942585","-71.06956549"
"25318","aggravated assault","c11","2016","7","friday","stanley st","42.30942585","-71.06956549"
"25319","aggravated assault","b2","2016","7","friday","blue hill ave","42.30703587","-71.08410227"
"25320","robbery","b2","2016","7","friday","warren st","42.32978737","-71.08324801"
"25321","residential burglary","d14","2016","6","thursday","wadsworth st","42.35502953","-71.12589424"
"25322","residential burglary","c6","2016","7","friday","bellflower st","42.32445145","-71.0581068"
"25323","residential burglary","d14","2016","6","thursday","elko st","42.35006683","-71.14939767"
